PARTID,ReligFraim,defect,Condition,gen,age,edu,ethnic,ethnic_TEXT,Nationality,lang,income,SC,FC,relig,CompFail1,CompFail2,CompFail3,CompFail4,CompFail1B,CompFail2B,CompFail3B,CompFail4B,TG_DV,Free_list,1st,LIST1,2nd,LIST2,3rd,LIST3,4th,LIST4,5th,LIST5,6th,LIST6,7th,LIST7,8th,LIST8,9th,LIST9,10th,LIST10,11th,LIST11,12th,LIST12,13th,LIST13,14th,LIST14,15th,LIST15,16th,LIST16,17th,LIST17,relig_chage,relig_chage_TEXT,new_Relig,new_Relig_TEXT,belief_levelChange,unsure_god,relig_service,pray,relig_text,god_belife,relig_tradition,god_experience,what_we_lookingat,were the Qs respect,changes to Qs,these_kinds_study,these_kinds_contin,Real
R_3ixaOzco93tFDZT,0,1,2,1,28,4,1,NA,White,English,6,2,2,1,1,1,3,2,NA,NA,NA,NA,50,Cheat. Rape. Rob. Murder. Unfair. Unequal. Untrustworthy. Lie. Curse God. Curse people,Cheat,Cheating,Rape,Rape,Rob,Theft,Murder,Murder,Unfair,Unfairness,Unequal,Inequality,Untrustworthy,Dishonesty,Lie,Dishonesty,CurseGod,Blasphemy,Cursepeople,Cursing People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3,8,2,1,1,2,2,1,Goodness of people and religious affiliation ,Yes,No,20,3,1
R_3Ja4wExXDAJvsQ6,0,0,2,2,53,2,1,NA,White,English,7,5,5,1,1,1,3,2,NA,NA,NA,NA,50,Abortion / Racism / Swearing / Stealing / Lying / Cheating / Fighting / Yelling / Hating / Killing / Selfishness,Abortion,Abortion,Racism,Racism,Swearing,Cursing,Stealing,Theft,Lying,Dishonesty,Cheating,Cheating,Fighting,Violence,Yelling,Yelling,Hating,Hatred,Killing,Murder,Selfishness,Selfishness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,8,10,4,10,10,5,"I think it is to see if I trust in other people, and if I follow the true principles of my faith and religion!",Yes--I think the questions were just fine!,No,18300,2,7
R_3JCRT2R0VkpiKHD,1,0,1,2,27,5,1,NA,American,English,7,3,3,1,1,1,3,2,NA,NA,NA,NA,50,being mean / being cruel / being rude / violence / murder / rape / sinning / wars / fighting / shootings,beingmean,Cruelty,beingcruel,Cruelty,beingrude,Rudeness,violence,Violence,murder,Murder,rape,Rape,sinning,Sin,wars,War,fighting,Violence,shootings,Guns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,2,8,10,7,10,10,3,not sure,Yes,no,500,3,6
R_3JIrmCYAF3u3nZe,1,1,3,1,30,5,1,NA,American,English,6,1,1,1,1,1,3,2,NA,NA,NA,NA,50,Hate / Killing people / Stealing / Not worshiping / Lying / Cheating / Hurting people / Worshipping satan / Name in vain / Intolerance,Hate,Hatred,Killingpeople,Murder,Stealing,Theft,Notworshiping,Atheism,Lying,Dishonesty,Cheating,Cheating,Hurtingpeople,Violence,Worshippingsatan,Satanism,Nameinvain,Blasphemy,Intolerance,Intolerance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,2,8,10,3,10,10,3,To see if we believed a fellow Christian would return a favor.,They were all fine.,No,6700,2,6
R_3kCeUB0yZYU3gN5,1,1,3,2,46,4,1,NA,american,english,6,5,4,1,2,2,2,2,2,3,1,2,50,fighting / drugs / sex / jokes / church no / ,fighting,Violence,drugs,Drugs/Alcohol,sex,Sex,jokes,Jokes,churchno,Sabbath Maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,6,6,3,4,5,8,8,3,team work which bites,"yes, they were fine","no, it was fine",9000,1,7
R_3KD9c4xle9HubXJ,0,0,3,2,59,4,2,NA,American,English,3,7,7,1,1,1,3,2,NA,NA,NA,NA,50,lying / killing / stealing / being faithless / not honoring your parents / adultery / being greedy / not helping others / disrespect / evil / ,lying,Dishonesty,killing,Murder,stealing,Theft,beingfaithless,Unfaithful,nothonoringyourparents,Disrespectful of Parents,adultery,Adultery,beinggreedy,Greed,nothelpingothers,Unhelpfulness,disrespect,Disrespectful,evil,Evil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,2,2,10,3,10,6,3,I think this study is focused on religious beliefs including benevolence. ,Absoutely!,No.,2422,1,1
R_3kfS8q38lPR8noR,0,0,2,2,61,2,2,NA,American,English,5,6,6,1,2,2,2,2,2,1,2,1,0,disobience / gluttony / envy / adultery / lying / thief / greed / pre-marital sex / dishonor / jealousy,disobience,Disobedience,gluttony,Greed,envy,Envy,adultery,Adultery,lying,Dishonesty,thief,Theft,greed,Greed,pre-maritalsex,Premarital Sex,dishonor,Dishonor,jealousy,Jealousy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,2,5,5,3,9,8,4,unsure,I guess the questions were thoughtful.,no,3000,3,7
R_3KIzVY9VcXhOnws,0,1,3,2,40,4,1,NA,American Indian,English,4,3,3,1,1,2,2,2,3,2,2,2,50,Lust / sin / hatred / gluttony / murder / lying / blasphemy / cursing / denying him / not believing in Jesus,Lust,Lust,sin,Sin,hatred,Hatred,gluttony,Greed,murder,Murder,lying,Dishonesty,blasphemy,Blasphemy,cursing,Cursing,denyinghim,Atheism,notbelievinginJesus,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,10,6,9,10,10,10,6,3,I feel it was focused on whether we would be willing to give even if we didnt recieve anything in return,yes i feel like it was asked in a nice way,maybe what changed thier belief system,720,3,6
R_3Kq3erIm5xVWSiD,1,1,2,2,36,5,5,NA,USA,English,6,7,7,1,1,1,3,2,NA,NA,NA,NA,50,Lying / Stealing / Cheating / Murder / Hate / Being mean / Not helping others / Hurting others / Miserliness / Being selfish,Lying,Dishonesty,Stealing,Theft,Cheating,Cheating,Murder,Murder,Hate,Hatred,Beingmean,Cruelty,Nothelpingothers,Unhelpfulness,Hurtingothers,Violence,Miserliness,Greed,Beingselfish,Selfishness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,7,8,5,8,8,6,2,If people trusted others like them.,Yes.,No,11000,2,7
R_3lFVmSHgCpx1KcX,0,0,4,2,25,2,1,NA,American,English,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Killing, stealing, lieing, disbelief, cheating, slander, worshiping idols, unmarried sex, cussing, hating.",Killing,Murder,stealing,Theft,lieing,Dishonesty,disbelief,Unfaithful,cheating,Cheating,slander,Slander,worshipingidols,Idolatry,unmarriedsex,Premarital Sex,cussing,Cursing,hating.,Hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,4,8,10,10,10,8,4,People way of thinking,Yes there is no reason I shouldn't be able to tell how I love my god,If you scared to tell others of your beliefs.,20,3,NA
R_3lMkVTCSZk5TCio,1,1,3,1,24,4,2,NA,American,English,7,4,4,1,1,3,2,3,1,1,2,2,0,killing / stealing / coveting / lying / being lukewarm / bear false witness / lust / slothness / worshipping false gods / adultery / ,killing,Murder,stealing,Theft,coveting,Covetousness,lying,Dishonesty,beinglukewarm,Lukewarm,bearfalsewitness,Dishonesty,lust,Lust,slothness,Laziness,worshippingfalsegods,Idolatry,adultery,Adultery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,1,7,10,10,10,10,3,I don't know,it was respectful,no,10,1,1
R_3MfJWnKkckuUuVQ,1,1,1,1,28,6,3,NA,United States,English,5,5,2,1,1,1,3,2,NA,NA,NA,NA,50,Rebellion / Sin / Hatred / Apathy / Lying / Cheating / Stealing / Unfaithfulness / Adultery / Dishonesty,Rebellion,Rebellion,Sin,Sin,Hatred,Hatred,Apathy,Apathy,Lying,Dishonesty,Cheating,Cheating,Stealing,Theft,Unfaithfulness,Unfaithful,Adultery,Adultery,Dishonesty,Dishonesty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,NA,9,3,8,4,3,9,7,3,Seeing how my views on a religion change when screwed over by a person of the same or different religion.,Yes,No,1200,1,6
R_3nB0zx88Q7o6Qs1,1,1,4,2,27,4,1,NA,American,English,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liars / Being unfaithful / Adulterers / Murderers / Sinners / Stealing / Destroying / Being malicious / Being jealous / Not being content,Liars,Dishonesty,Beingunfaithful,Unfaithful,Adulterers,Adultery,Murderers,Murder,Sinners,Sin,Stealing,Theft,Destroying,Destruction,Beingmalicious,Malice,Beingjealous,Jealousy,Notbeingcontent,Not Content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,10,2,8,10,7,10,10,5,I have no idea,They didn't really make sense but were respectful,No,100,2,NA
R_3NFdBFttIN72yYV,1,1,3,2,20,4,1,NA,American,English,6,3,5,1,1,1,3,2,NA,NA,NA,NA,50,"stealing, lying, killing, coveting, gossiping, sexual immorality, divorce, disobedience, pride, LGBTQ sins",stealing,Theft,lying,Dishonesty,killing,Murder,coveting,Covetousness,gossiping,Gossip,sexualimmorality,Sexual Immorality,divorce,Divorce,disobedience,Disobedience,pride,Pride,LGBTQsins,Homosexuality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"I have not changed belief systems, but my faith has grown stronger",1,NA,10,7,9,10,10,10,10,4,I don't know,Yes,No,120,1,2
R_3npX03VcD0v5DGJ,1,1,3,2,52,4,1,NA,American,English,5,4,4,1,1,1,3,2,NA,NA,NA,NA,50,hate  cruelty  greed  avarice  indifference  waste  ingratitude  judgement of others  evilness  lying adultery Taking God's name in vain  ,hate,Hatred,cruelty,Cruelty,greed,Greed,avarice,Greed,indifference,Indifference,waste,Wastefulness,ingratitude,Ungratefulness,judgementofothers,Judgemental,evilness,Evil,lying,Dishonesty,adultery,Adultery,TakingGod'snameinvain,Blasphemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,5,2,1,9,2,9,6,5,To see if my religious beliefs would affect the amount I chose to give,"Yes, they were respectful and thoughtful","I have no idea what you were trying to accomplish, so I can't answer that question.",2594,3,4
R_3nqL6KNdv8bovYn,0,1,4,1,62,6,9,Macedonian halfbreed,USA,English,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,murder / adultery / false witness / false gods / coveting others' things / craven images / no humility / no honesty / abandoning children / stealing /  / ,murder,Murder,adultery,Adultery,falsewitness,Dishonesty,falsegods,Idolatry,covetingothers'things,Covetousness,cravenimages,Idolatry,nohumility,Not Humble,nohonesty,Dishonesty,abandoningchildren,Child Abuse,stealing,Theft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Lutheran to Anglican,8,NA,7,8,6,2,3,8,10,5,creation,I did not think otherwise.,Why would a rhinoceros be in a jungle?,"2,000",2,NA
R_3OejCDgbxJEufUh,0,0,3,1,24,5,5,NA,USA,English,6,4,4,1,1,1,2,2,1,1,3,2,50,Being mean to other people. / Being selfish. / Being egotistical. / Not helping others. / Hurting people. / Killing people. / Stealing. / Cheating on your wife. / Being racist. / Being sexist.,Beingmeantootherpeople.,Cruelty,Beingselfish.,Selfishness,Beingegotistical.,Egocentrism,Nothelpingothers.,Unhelpfulness,Hurtingpeople.,Violence,Killingpeople.,Murder,Stealing.,Theft,Cheatingonyourwife.,Infidelity,Beingracist.,Racism,Beingsexist.,Sexism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,2,6,10,3,10,9,3,Seeing how trusting you are based on religion.,Yes.,No.,6000,1,4
R_3OfFHBme2TAToy3,1,1,4,1,29,6,2,NA,American,English,6,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,lying / stealing / deception / fornication / killing / laziness / doing drugs / worshiping idols / being drunk / bad parenting / selfishness ,lying,Dishonesty,stealing,Theft,deception,Dishonesty,fornication,Premarital Sex,killing,Murder,laziness,Laziness,doingdrugs,Drugs/Alcohol,worshipingidols,Idolatry,beingdrunk,Drugs/Alcohol,badparenting,Bad Parenting,selfishness,Selfishness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,8,4,8,9,5,10,9,3,"Various things, can't specify what",Yes made sense and were respectful,No,15000,2,NA
R_3oRQK9xJQIcFxk4,1,1,4,2,35,5,1,NA,American,English,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sin / Lies / Hypocrisy / Theft / Adultery / Slander / Idolatry / Coveting / Murder / Blasphemy / ,Sin,Sin,Lies,Dishonesty,Hypocrisy,Hypocrisy,Theft,Theft,Adultery,Adultery,Slander,Slander,Idolatry,Idolatry,Coveting,Covetousness,Murder,Murder,Blasphemy,Blasphemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,4,5,2,4,2,8,2,3,Uncertain,Yes they were fairly clear.,Uncertain,300,2,NA
R_3OS6BsxyVuWKZDX,1,0,1,2,36,1,1,NA,American,English,1,1,1,1,1,1,3,2,NA,NA,NA,NA,50,"stealing, lying, cheating, immorality, immodesty, laziness, divorce, having other Gods, gay relationships, lust",stealing,Theft,lying,Dishonesty,cheating,Cheating,immorality,Immorality,immodesty,Arrogance,laziness,Laziness,divorce,Divorce,havingotherGods,Idolatry,gayrelationships,Homosexuality,lust,Lust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,1,8,10,8,10,10,5,I don't know.,Yes.,No.,50,1,7
R_3P5AfbmmaPlYicf,0,0,4,1,41,5,1,NA,USA,English,7,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stealing / Injustice / Abuse / Cheating / Inequality / Prejudice / Religious justification / Underhandedness / Dishonesty / Corruption,Stealing,Theft,Injustice,Injustice,Abuse,Abuse,Cheating,Cheating,Inequality,Inequality,Prejudice,Prejudice,Religiousjustification,Religious Justification,Underhandedness,Dishonesty,Dishonesty,Dishonesty,Corruption,Corruption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3,8,2,2,2,2,5,1,Religious beliefs and certainty,Yes,No,500,1,NA
R_3qrkLZeoYiq8DHJ,0,0,1,2,24,4,9,Southeast Asian,Filipino,Tagalog,6,4,4,1,1,1,3,2,NA,NA,NA,NA,50,Being evil / Killing people / Hurting people / Abusing people / Raping people / Destroying nature / Abusing nature / Abusing animals / Hurting animals / Disrespecting others /  /  /  / ,Beingevil,Evil,Killingpeople,Murder,Hurtingpeople,Violence,Abusingpeople,Abuse,Rapingpeople,Rape,Destroyingnature,Environment,Abusingnature,Environment,Abusinganimals,Abusing Animals,Hurtinganimals,Abusing Animals,Disrespectingothers,Disrespectful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,4,4,10,3,9,5,3,Perceptions about God,yes,no,1500,2,5
R_3QteekvFPjmMTUB,1,0,2,2,50,5,1,NA,US,English,9,3,4,1,1,1,3,2,NA,NA,NA,NA,50,murder / dishonesty / adultery / lies / sexual impurity / gossip / stealing / materialism / coveting / laziness / ,murder,Murder,dishonesty,Dishonesty,adultery,Adultery,lies,Dishonesty,sexualimpurity,Sexual Immorality,gossip,Gossip,stealing,Theft,materialism,Materialism,coveting,Covetousness,laziness,Laziness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,5,7,8,3,10,10,3,beliefs vs actions,yes,no,761,2,4
R_3QXjAIWVXyFbGkw,0,1,1,2,55,5,1,NA,American,English,2,1,1,1,1,1,1,3,1,1,1,2,50,abortion / lying / stealing / sex between umarried persons / cruelty / murder / taking God's name in vain / euthanasia / homosexuality / bullying,abortion,Abortion,lying,Dishonesty,stealing,Theft,sexbetweenumarriedpersons,Premarital Sex,cruelty,Cruelty,murder,Murder,takingGod'snameinvain,Blasphemy,euthanasia,Euthanasia,homosexuality,Homosexuality,bullying,Bullying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,8,10,10,10,10,5,To see if people who considered themselves Christian were more likely to share the .50 in the first part of the survey.,Yes.,No,"5,000",2,7
R_3R2SX1DjffxhlqT,1,1,1,2,54,4,1,NA,American ,English,10,2,2,1,1,1,2,2,1,1,3,2,50,"cursing, committing adultery,commit sin, swearing words, not believing in god, no hell, hating neighbor, false religion,not worshipping,.don't judge people ",cursing,Cursing,committingadultery,Adultery,commitsin,Sin,swearingwords,Cursing,notbelievingingod,Atheism,nohell,Atheism,hatingneighbor,Hatred,falsereligion,False Religion,notworshipping,Not Worshipping,.don'tjudgepeople,Judgemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,3,8,10,7,10,10,5,"Religious, background",Yes,No,5442,2,5
R_3RjBZ0ga3OmxM6e,0,1,1,2,48,5,2,NA,American,English,6,6,5,1,1,1,3,2,NA,NA,NA,NA,50,pain / loss / suffering / sadness / grief / destruction / lying / infidelity / murder / denying God,pain,Pain,loss,Loss,suffering,Suffering,sadness,Sadness,grief,Grief,destruction,Destruction,lying,Dishonesty,infidelity,Infidelity,murder,Murder,denyingGod,Atheism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,8,10,2,6,7,9,7,3,How a person's religious beliefs affect how generous they are to others.,Yes,No,10000,2,6
R_3RxxFvhdWlfDyTU,0,0,1,1,57,4,1,NA,American,English,2,1,1,1,3,1,3,2,1,1,3,2,0,Sin / lust / envy / hatred / sabbath breaking / false gods / false Jesus / false Christianity / homosexuality / christmas,Sin,Sin,lust,Lust,envy,Envy,hatred,Hatred,sabbathbreaking,Sabbath Maintenance,falsegods,Idolatry,falseJesus,Idolatry,falseChristianity,False Christianity,homosexuality,Homosexuality,christmas,Christmas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,10,9,7,9,9,10,10,4,dont know,yes,no,5000,3,5
R_3s6zT0gWD7l1FI0,0,0,4,2,27,5,1,NA,USA,English,10,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Theft, murder, lust, gluttony, sin, carelessness, anger, sadness, disrespect, greed",Theft,Theft,murder,Murder,lust,Lust,gluttony,Greed,sin,Sin,carelessness,Carelessness,anger,Anger,sadness,Sadness,disrespect,Disrespectful,greed,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,7,5,4,5,5,6,3,My belief in God.,Yes they were thoughtful and respectful.,No.,542,1,NA
R_3smOtwAYiU5uKSY,1,0,1,1,29,4,1,NA,American,English,7,5,3,1,1,1,3,2,NA,NA,NA,NA,50,"sin, lying, stealing, cheating, disobeying him, violence, hatred, weakness, sheep",sin,Sin,lying,Dishonesty,stealing,Theft,cheating,Cheating,disobeyinghim,Disobeying Him,violence,Violence,hatred,Hatred,weakness,Weakness,sheep,Sheep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3,7,2,3,2,6,3,3,To get my feelings on God. ,Yes,No,"1,000",3,7
R_3snch4aUceVz1ju,0,1,4,1,41,3,1,NA,American,English,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dishonesty / Betrayal / Cheating / Stealing / Cruelty / Disloyalty / Laziness / Treating people poorly in general / Not helping those who are less fortunate / Greed,Dishonesty,Dishonesty,Betrayal,Betrayal,Cheating,Cheating,Stealing,Theft,Cruelty,Cruelty,Disloyalty,Disloyalty,Laziness,Laziness,Treatingpeoplepoorlyingeneral,Cruelty,Nothelpingthosewhoarelessfortunate,Uncharitable,Greed,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,N/A (same),4,7,1,10,2,7,6,3,Evaluating perception ability and beliefs in God.,Yes.,"Frankly, I'm not sure.  I can't entirely put my finger on the connection you were trying to make so it's difficult to answer that...",3200,3,NA
R_3snV1ZKmkpnsI81,0,0,2,2,24,5,5,NA,american,spanish,6,5,4,1,1,1,3,2,NA,NA,NA,NA,50,"steal, hurt someone, being dishonest, selfishness, being disrespectful, swearing in vain, being mean, lies, killing, vainness",steal,Theft,hurtsomeone,Violence,beingdishonest,Dishonesty,selfishness,Selfishness,beingdisrespectful,Disrespectful,swearinginvain,Cursing,beingmean,Cruelty,lies,Dishonesty,killing,Murder,vainness,Vanity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,3,10,5,2,8,1,1,1,know if people based on their religions are disinterested about money,yes,no,500,3,1
R_3xgaPsud3Vv2FvH,1,0,3,2,22,4,1,NA,american,english,4,6,6,1,1,1,3,2,NA,NA,NA,NA,50,murder / lying / cheating / greed / laziness / rape / physical violence / war / torture / stealing / child abuse / spousal abuse / emotional abuse,murder,Murder,lying,Dishonesty,cheating,Cheating,greed,Greed,laziness,Laziness,rape,Rape,physicalviolence,Violence,war,War,torture,Torture,stealing,Theft,childabuse,Child Abuse,spousalabuse,Violence,emotionalabuse,Emotional Abuse,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,8,2,10,10,10,9,3,how greedy we are in relation to our religious beliefs,yes,no,500,3,7
R_42SnbdZVFA33Y8p,0,0,3,1,56,2,1,NA,usa,english,6,2,2,1,1,1,3,2,NA,NA,NA,NA,50,sexual immorality / lying / stealing / cheating / stealing / greed / dishonesty / laziness / drunkeness / lust / jealousy,sexualimmorality,Sexual Immorality,lying,Dishonesty,stealing,Theft,cheating,Cheating,stealing,Theft,greed,Greed,dishonesty,Dishonesty,laziness,Laziness,drunkeness,Drugs/Alcohol,lust,Lust,jealousy,Jealousy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,none,10,7,1,8,3,10,8,4,How confident I would feel with someone of the same beliefs,yes,no,6000,4,5
R_4GB7Ocwd4aYm4Vz,0,0,1,1,64,4,1,NA,American,English,7,2,2,1,1,1,3,2,NA,NA,NA,NA,50,Greed  / Lust / Abuse / Immorality sexual / Pride / Selfishness / Profanity / War / Lack of respect / Gluttony /  /  / ,Greed,Greed,Lust,Lust,Abuse,Abuse,Immoralitysexual,Sexual Immorality,Pride,Pride,Selfishness,Selfishness,Profanity,Cursing,War,War,Lackofrespect,Disrespectful,Gluttony,Greed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,9,2,3,5,6,10,10,3,Possibly religion in USA today.,Yes they made complete sense. And very respectful.,I think you have it covered.,10,2,5
R_5cFyyMDyDB8rw09,0,1,1,1,31,4,1,NA,American,English,8,4,4,1,1,1,3,2,NA,NA,NA,NA,50,murder / rape / incest / drugs / prostiution / swearing / assault / battery / crime / liars / cheaters / ,murder,Murder,rape,Rape,incest,Incest,drugs,Drugs/Alcohol,prostiution,Prostitution,swearing,Cursing,assault,Violence,battery,Violence,crime,Crime,liars,Dishonesty,cheaters,Cheating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,5,5,5,4,4,5,5,3,no idea,yes,no,40,2,5
R_6naGM0HfK9KzFgB,1,1,3,2,53,4,2,NA,American ,English,4,7,7,1,1,1,3,2,NA,NA,NA,NA,50,Dishonesty  / Theft / Pride / Murder / Vanity / Hate / Disrespect  / Greed / Adultery / Envy / Lust,Dishonesty,Dishonesty,Theft,Theft,Pride,Pride,Murder,Murder,Vanity,Vanity,Hate,Hatred,Disrespect,Disrespectful,Greed,Greed,Adultery,Adultery,Envy,Envy,Lust,Lust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,1,1,10,3,10,8,5,Generosity ,Yes,No,1000,4,1
R_6PhMJxWyoBF8s4V,1,1,3,2,54,5,1,NA,British,English,9,5,5,1,1,1,3,2,NA,NA,NA,NA,50,murder / worshipping false idols / envy,murder,Murder,worshippingfalseidols,False Idols,envy,Envy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,8,2,6,10,3,10,9,3,whether someone similar to me would make me more likely to share money,yes,no,1000,3,1
R_6sMMKKu8jw5YUWR,0,1,3,2,35,4,1,NA,American,English,2,2,1,1,1,1,3,2,NA,NA,NA,NA,50,dishonesty / greed / violence / infidelity / crime / gluttony / corruption / deceit / rude people / illness / ,dishonesty,Dishonesty,greed,Greed,violence,Violence,infidelity,Infidelity,crime,Crime,gluttony,Greed,corruption,Corruption,deceit,Dishonesty,rudepeople,Rudeness,illness,Illness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,6,2,3,4,2,9,9,3,religion,yes,no,100,2,3
R_85GYRQqN6t3g19f,0,1,4,1,29,5,1,NA,American,english,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin / lying / fornication / hate / hurting people / ignoring beggars / selfishness / disobedience / suicide / murder / idol worship,sin,Sin,lying,Dishonesty,fornication,Premarital Sex,hate,Hatred,hurtingpeople,Violence,ignoringbeggars,Ignoring the Poor,selfishness,Selfishness,disobedience,Disobedience,suicide,Suicide,murder,Murder,idolworship,Idolatry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,8,8,9,4,10,7,1,I am not really sure,it was all fine,have no idea what you looking for so no questions suggestions,500,2,NA
R_9pHOZiFq6kYTjB7,0,1,1,1,29,6,1,NA,American,English,6,7,7,1,1,1,3,2,NA,NA,NA,NA,0,stealing / lying / hurting others / violence / cheating / envy / gluttony / promiscuity / selfishness / murder,stealing,Theft,lying,Dishonesty,hurtingothers,Violence,violence,Violence,cheating,Cheating,envy,Envy,gluttony,Greed,promiscuity,Promiscuity,selfishness,Selfishness,murder,Murder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,7,8,2,8,1,9,9,3,To see how willing people are to be generous with others.,Everything made sense.,No.,3000,2,7
R_9WZgmU592XD7bq1,1,0,3,1,28,5,1,NA,USA,English,6,4,4,1,1,1,3,2,NA,NA,NA,NA,0,rude / fire / war / murder / killing / hate / fear / anger / pain / madness,rude,Rudeness,fire,Fire,war,War,murder,Murder,killing,Murder,hate,Hatred,fear,Fear,anger,Anger,pain,Pain,madness,Anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,5,3,5,3,3,7,5,2,Impressions of people,Yes I thought so.,Nope.,5000,3,1
R_A0ryzAzWfbCeK5j,0,1,2,1,48,4,1,NA,American ,English ,6,6,3,1,1,1,3,2,NA,NA,NA,NA,50,Hurting others  / Lying / Cheating / War / Adultery  / Stealing  / Belittling others / Hurting animals  / Disrespect mother / Bullying ,Hurtingothers,Violence,Lying,Dishonesty,Cheating,Cheating,War,War,Adultery,Adultery,Stealing,Theft,Belittlingothers,Cruelty,Hurtinganimals,Abusing Animals,Disrespectmother,Disrespectful of Parents,Bullying,Bullying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,4,8,3,4,4,8,6,2,  Religious      Perception of others ,Good,None,5000,3,2
